,instance_id,input.text,predicted_text_0,stats.quasi_exact_match_0,num_words_0,predicted_text_1,stats.quasi_exact_match_1,num_words_1,predicted_text_2,stats.quasi_exact_match_2,num_words_2,predicted_text_3,stats.quasi_exact_match_3,num_words_3,predicted_text_4,stats.quasi_exact_match_4,num_words_4,predicted_text_5,stats.quasi_exact_match_5,num_words_5,predicted_text_6,stats.quasi_exact_match_6,num_words_6,predicted_text_7,stats.quasi_exact_match_7,num_words_7,predicted_text_8,stats.quasi_exact_match_8,num_words_8,predicted_text_9,stats.quasi_exact_match_9,num_words_9,predicted_text_10,stats.quasi_exact_match_10,num_words_10,predicted_text_11,stats.quasi_exact_match_11,num_words_11,predicted_text_12,stats.quasi_exact_match_12,num_words_12,predicted_text_13,stats.quasi_exact_match_13,num_words_13,predicted_text_14,stats.quasi_exact_match_14,num_words_14,predicted_text_15,stats.quasi_exact_match_15,num_words_15,predicted_text_16,stats.quasi_exact_match_16,num_words_16,predicted_text_17,stats.quasi_exact_match_17,num_words_17,predicted_text_18,stats.quasi_exact_match_18,num_words_18,predicted_text_19,stats.quasi_exact_match_19,num_words_19,predicted_text_20,stats.quasi_exact_match_20,num_words_20,predicted_text_21,stats.quasi_exact_match_21,num_words_21,predicted_text_22,stats.quasi_exact_match_22,num_words_22,predicted_text_23,stats.quasi_exact_match_23,num_words_23,predicted_text_24,stats.quasi_exact_match_24,num_words_24,predicted_text_25,stats.quasi_exact_match_25,num_words_25,predicted_text_26,stats.quasi_exact_match_26,num_words_26,predicted_text_27,stats.quasi_exact_match_27,num_words_27,predicted_text_28,stats.quasi_exact_match_28,num_words_28,predicted_text_29,stats.quasi_exact_match_29,num_words_29,std,agreement_level
733,id12050,"A medical student decides to join an immunology research center, which specifically works on capsular polysaccharide vaccine development against bacteria, such as Haemophilus influenzae type b (Hib), Neisseria meningitidis, and Streptococcus pneumoniae. As a member of a research team working on the Hib vaccine, he asks his senior colleague why capsular polysaccharides are conjugated to protein carriers like tetanus toxoid during vaccine development. Which of the following is the best response to this question?",D,1.0,75, D,1.0,75,A,0.0,75, A,0.0,75,D,1.0,75,D,1.0,75, A,0.0,75, D,1.0,75,D,1.0,75, D,1.0,75,D,1.0,75, A,0.0,75, D,1.0,75, A,0.0,75,D,1.0,75,D,1.0,75, D,1.0,75,A,0.0,75, C,0.0,75, D,1.0,75,D,1.0,75,A,0.0,75,D,1.0,75,D,1.0,75, A,0.0,75, C,0.0,75, D,1.0,75, D,1.0,75, D,1.0,75,D,1.0,75,0.4794633014853841,Medium
271,id10880,"A 31-year-old woman comes to the physician because of white lesions in her mouth that she first noticed 5 days ago. The lesions are not painful or itchy. She has asthma treated with theophylline, inhaled β-adrenergic agonists, and corticosteroids. She smokes half a pack of cigarettes daily. She appears healthy. Vital signs are within normal limits. Oral examination shows white plaques on the buccal mucosa and hard palate that are firmly adherent and cannot be scraped off. She has no cervical or axillary lymphadenopathy. Which of the following is the most appropriate next step in the management of this patient?",B,1.0,101, C,0.0,101,C,0.0,101, B,1.0,101,B,1.0,101,C,0.0,101, B,1.0,101, B,1.0,101,B,1.0,101, B,1.0,101,C,0.0,101, C,0.0,101, B,1.0,101, B,1.0,101,A,0.0,101,B,1.0,101, B,1.0,101,B,1.0,101, B,1.0,101, B,1.0,101,C,0.0,101,B,1.0,101,B,1.0,101,B,1.0,101, D,0.0,101, B,1.0,101, D,0.0,101, B,1.0,101, B,1.0,101,D,0.0,101,0.4794633014853841,Medium
16,id10211,"A 27-year-old man presents to the physician with concern for pain in both of his knees that he is unable to attribute to any activities that he has recently performed. He had an acute episode of diarrhea 2 weeks ago, prior to the onset of symptoms. He has also been experiencing a burning sensation during urination for the past week. When questioned about any other symptoms, he notes that he has also noticed that his eyes occasionally feel irritated and painful, leading to bouts of blurry vision. On physical examination, the patient is afebrile and has conjunctival injection surrounding the iris. A synovial fluid aspiration of the knee is performed and reveals a white blood cell count of 51,000/µL. Which of the following is the most appropriate treatment for this patient’s condition?",C,1.0,133, C,1.0,133,C,1.0,133, C,1.0,133,D,0.0,133,C,1.0,133, D,0.0,133, C,1.0,133,C,1.0,133, C,1.0,133,B,0.0,133, A,0.0,133, C,1.0,133, B,0.0,133,C,1.0,133,C,1.0,133, D,0.0,133,C,1.0,133, C,1.0,133, D,0.0,133,C,1.0,133,C,1.0,133,C,1.0,133,C,1.0,133, D,0.0,133, C,1.0,133, D,0.0,133, D,0.0,133, C,1.0,133,C,1.0,133,0.4794633014853841,Medium
59,id10320,"A 75-year-old woman is brought to the emergency department because of vomiting, abdominal pain, and constipation for the past 2 days. She has urinated frequently over the past week and has become excessively thirsty during this time. She has no significant past medical history. She is a 30-pack-year smoker. She appears confused. Her blood pressure is 95/70 mm Hg, pulse is 110/min, respirations are 25/min, and temperature is 37.1°C (98.8°F). She has dry oral mucosa. Lung auscultation shows rhonchi and wheezing localized to the right middle lobe area. An electrocardiogram (ECG) shows a shortened QT interval. A computed tomography scan is shown. Which of the following is the most likely cause of this patient’s recent condition?",A,0.0,117, A,0.0,117,D,1.0,117, C,0.0,117,D,1.0,117,B,0.0,117, A,0.0,117, B,0.0,117,B,0.0,117, D,1.0,117,A,0.0,117, B,0.0,117, B,0.0,117, B,0.0,117,B,0.0,117,D,1.0,117, B,0.0,117,D,1.0,117, A,0.0,117, D,1.0,117,B,0.0,117,D,1.0,117,D,1.0,117,A,0.0,117, C,0.0,117, B,0.0,117, B,0.0,117, D,1.0,117, D,1.0,117,A,0.0,117,0.47946330148538413,Medium
164,id10618,"A 25-year-old woman is brought to the emergency department by her husband for abdominal pain. The husband answers all questions posed to the patient by the physician. Throughout the interview, the patient makes very little eye contact with the physician. Her husband asks the physician to prescribe “something for her abdominal pain” so that they can return home. Examination of the patient shows mild bruising in the left infraorbital area and a right periorbital hematoma. When asked about her injuries, she quietly states that she fell while walking down the stairwell of her apartment complex. The husband reluctantly leaves the examination room when asked to by the physician. While alone with the physician, the patient admits that her husband is responsible for her injuries. Which of the following immediate responses by the physician is most appropriate?",B,1.0,137, B,1.0,137,A,0.0,137, C,0.0,137,B,1.0,137,B,1.0,137, D,0.0,137, B,1.0,137,B,1.0,137, B,1.0,137,B,1.0,137, A,0.0,137, B,1.0,137, B,1.0,137,B,1.0,137,B,1.0,137, A,0.0,137,B,1.0,137, B,1.0,137, A,0.0,137,B,1.0,137,B,1.0,137,B,1.0,137,B,1.0,137, D,0.0,137, A,0.0,137, D,0.0,137, B,1.0,137, B,1.0,137,D,0.0,137,0.47946330148538413,Medium
171,id10632,"A 75-year-old male is brought to the emergency room by his daughter due to slurred speech and a drooping eyelid on the right side. This morning, he had difficulty eating his breakfast and immediately called his daughter for help. She says that his voice also seems different. His temperature is 99°F (37.2°C), blood pressure is 120/78 mmHg, pulse is 90/min, respirations are 21/min, and pulse oximetry is 98% on room air. On physical exam, he is oriented to time and place. There is right-sided nystagmus and he has difficulty with point-to-point movement. Where is the lesion responsible for his symptoms most likely located?",D,0.0,104, D,0.0,104,D,0.0,104, C,0.0,104,C,0.0,104,A,1.0,104, A,1.0,104, C,0.0,104,C,0.0,104, A,1.0,104,D,0.0,104, D,0.0,104, D,0.0,104, C,0.0,104,A,1.0,104,C,0.0,104, D,0.0,104,D,0.0,104, C,0.0,104, C,0.0,104,A,1.0,104,D,0.0,104,A,1.0,104,D,0.0,104, A,1.0,104, C,0.0,104, A,1.0,104, C,0.0,104, A,1.0,104,A,1.0,104,0.47946330148538413,Medium
403,id11203,"A 15-month-old boy is brought to his pediatrician by his mother with a swollen and painful right elbow. She reports that he stumbled and fell on the carpeted floor of their living room, hitting his right elbow on the ground. The mother reports that he did not appear to be in a great deal of pain after the fall, and that she noted the swelling of the joint a few hours after the fall. He recently started walking approximately 2 weeks ago. He does not have any known medical issues, and he is not currently on medication. The mother's pregnancy was without complications and the boy was delivered vaginally without complications at 40 weeks. Aspiration of the right elbow joint reveals frank blood. Which of the following should be included in the work-up of this patient?",C,1.0,137, C,1.0,137,A,0.0,137, C,1.0,137,C,1.0,137,C,1.0,137, A,0.0,137, A,0.0,137,C,1.0,137, C,1.0,137,C,1.0,137, C,1.0,137, C,1.0,137, C,1.0,137,C,1.0,137,A,0.0,137, A,0.0,137,C,1.0,137, C,1.0,137, A,0.0,137,C,1.0,137,C,1.0,137,C,1.0,137,C,1.0,137, B,0.0,137, B,0.0,137, D,0.0,137, C,1.0,137, C,1.0,137,A,0.0,137,0.47946330148538413,Medium
911,id12523,"A 35-year-old Caucasian female presents to the hospital alarmed by her recent truncal weight gain, facial hair growth, and thinning skin. During the physical exam, the physician finds that the patient is hypertensive. Serum analysis reveals hyperglycemia. The physician suspects a pituitary adenoma. Which dexamethasone test result would help confirm the physician's suspicions?",A,0.0,54, D,1.0,54,A,0.0,54, B,0.0,54,B,0.0,54,A,0.0,54, B,0.0,54, A,0.0,54,A,0.0,54, D,1.0,54,B,0.0,54, D,1.0,54, A,0.0,54, D,1.0,54,A,0.0,54,A,0.0,54, D,1.0,54,A,0.0,54, A,0.0,54, D,1.0,54,A,0.0,54,A,0.0,54,D,1.0,54,A,0.0,54, B,0.0,54, D,1.0,54, D,1.0,54, A,0.0,54, D,1.0,54,A,0.0,54,0.47946330148538413,Medium
428,id11269,"A previously healthy 29-year-old woman comes to the physician because of a 3-day history of low-grade fever, muscle aches, and a rash. She has had 4 male sexual partners over the past year and uses condoms inconsistently. Examination shows a diffuse maculopapular rash that includes the palms and soles. Testing for nonspecific anticardiolipin antibodies is positive. Which of the following is the most appropriate next step in management?",A,0.0,69, C,0.0,69,C,0.0,69, C,0.0,69,D,1.0,69,B,0.0,69, A,0.0,69, A,0.0,69,A,0.0,69, A,0.0,69,D,1.0,69, C,0.0,69, D,1.0,69, D,1.0,69,C,0.0,69,D,1.0,69, A,0.0,69,A,0.0,69, D,1.0,69, A,0.0,69,B,0.0,69,D,1.0,69,D,1.0,69,D,1.0,69, B,0.0,69, A,0.0,69, D,1.0,69, B,0.0,69, A,0.0,69,A,0.0,69,0.47946330148538413,Medium
525,id11537,"A 50-year-old man visits his physician after 20 years of not seeking any medical care. He is concerned about his health after a colleague recently had a heart attack. The patient has no active complaints and says he feels healthy; however, he does not exercise regularly and lives a sedentary lifestyle. He is employed as an administrative position at a local college, and is seated at a desk most of the day. His father had a heart attack at age 54 and his mother is still alive with no health concerns. He does not smoke, only drinks socially, and does not use drugs. Today, his blood pressure is 130/90 mm Hg, pulse is 84/min, and respiratory rate is 14/min. Physical examination reveals an obese male with no significant findings. An ECG shows no abnormalities, and laboratory testing shows the following:
Laboratory test
Serum glucose (fasting)  105 mg/dL
Serum electrolytes 
Sodium  142 mEq/L
Potassium 3.9 mEq/L
Chloride 101 mEq/L
Serum creatinine 0.8 mg/dl
Blood urea nitrogen 10 mg/dl
Cholesterol, total 250 mg/dL
HDL-cholesterol 35 mg/dL
LDL-cholesterol 186 mg/dL
Triglycerides 170 mg/dL
Urinalysis 
Glucose  negative
Ketones negative
Leucocytes negative
Nitrites negative 
Red blood cells (RBC) negative 
Casts negative 
Which of the following lab abnormalities in this patient is an indication for treatment?",C,1.0,211, D,0.0,211,C,1.0,211, C,1.0,211,D,0.0,211,C,1.0,211, C,1.0,211, C,1.0,211,C,1.0,211, C,1.0,211,C,1.0,211, D,0.0,211, D,0.0,211, C,1.0,211,C,1.0,211,C,1.0,211, C,1.0,211,C,1.0,211, D,0.0,211, D,0.0,211,C,1.0,211,C,1.0,211,C,1.0,211,C,1.0,211, A,0.0,211, D,0.0,211, D,0.0,211, C,1.0,211, C,1.0,211,D,0.0,211,0.47946330148538413,Medium
984,id12687,"A 57-year-old man comes to the physician because of a 1-year history of increasing shortness of breath on exertion and a cough productive of a small amount of grayish-white phlegm. The cough had been initially nonproductive. He has not had fever or chest pain. He is originally from China and visits his family there once every year. He has worked as a car salesman for 15 years and worked in a shipyard before that for 22 years. He smoked half a pack of cigarettes daily for 13 years but stopped 25 years ago. His temperature is 37.1°C (98.8°F), pulse is 86/min, respirations are 16/min, and blood pressure is 130/80 mm Hg. Fine expiratory crackles are heard at both lung bases. An x-ray of the chest shows patchy infiltrates and supradiaphragmatic pleural thickening in both lungs. A photomicrograph from a sputum sample is shown. Further evaluation of this patient is most likely to show which of the following findings?",A,1.0,159, A,1.0,159,A,1.0,159, C,0.0,159,D,0.0,159,C,0.0,159, A,1.0,159, A,1.0,159,A,1.0,159, A,1.0,159,A,1.0,159, C,0.0,159, A,1.0,159, A,1.0,159,A,1.0,159,A,1.0,159, B,0.0,159,A,1.0,159, A,1.0,159, A,1.0,159,A,1.0,159,D,0.0,159,A,1.0,159,A,1.0,159, B,0.0,159, C,0.0,159, D,0.0,159, D,0.0,159, A,1.0,159,A,1.0,159,0.47946330148538413,Medium
749,id12095,"A 45-year-old woman comes to the physician with a lump on her throat that has steadily increased in size over the past 5 months. She does not have difficulties swallowing, dyspnea, or changes in voice. Examination shows a 3-cm, hard swelling on the left side of her neck that moves with swallowing. There is no cervical or axillary lymphadenopathy. The remainder of the examination shows no abnormalities. Thyroid functions tests are within the reference range. Ultrasound of the neck shows an irregular, hypoechogenic mass in the left lobe of the thyroid. A fine-needle aspiration biopsy is inconclusive. The surgeon and patient agree that the most appropriate next step is a diagnostic lobectomy and isthmectomy. Surgery shows a 3.5-cm gray tan thyroid tumor with invasion of surrounding blood vessels, including the veins. The specimen is sent for histopathological examination. Which of the following is most likely to be seen on microscopic examination of the mass?",B,1.0,155, D,0.0,155,B,1.0,155, C,0.0,155,D,0.0,155,B,1.0,155, B,1.0,155, B,1.0,155,B,1.0,155, B,1.0,155,B,1.0,155, B,1.0,155, B,1.0,155, B,1.0,155,B,1.0,155,B,1.0,155, B,1.0,155,D,0.0,155, B,1.0,155, B,1.0,155,B,1.0,155,D,0.0,155,D,0.0,155,B,1.0,155, B,1.0,155, C,0.0,155, C,0.0,155, D,0.0,155, B,1.0,155,A,0.0,155,0.47946330148538413,Medium
528,id11544,"A 24-year-old man is brought to the emergency department 15 minutes after he sustained a stab wound to the left chest just below the clavicle. On arrival, he has rapid, shallow breathing and appears anxious. His pulse is 135/min, respirations are 30/min and shallow, and palpable systolic blood pressure is 80 mm Hg. He is intubated and mechanically ventilated. Infusion of 0.9% saline is begun. Five minutes later, his pulse is 133/min and blood pressure is 82/45 mm Hg. Examination shows no active external bleeding. There is a 2.5-cm single stab wound to the left chest at the 4th intercostal space at the midclavicular line. Cardiovascular examination shows muffled heart sounds and jugular venous distention. Breath sounds are normal. Further evaluation of this patient is most likely to show which of the following findings?",C,1.0,135, D,0.0,135,D,0.0,135, C,1.0,135,D,0.0,135,D,0.0,135, D,0.0,135, C,1.0,135,D,0.0,135, D,0.0,135,D,0.0,135, A,0.0,135, C,1.0,135, D,0.0,135,D,0.0,135,C,1.0,135, D,0.0,135,D,0.0,135, C,1.0,135, D,0.0,135,D,0.0,135,C,1.0,135,C,1.0,135,C,1.0,135, D,0.0,135, A,0.0,135, B,0.0,135, C,1.0,135, D,0.0,135,D,0.0,135,0.47946330148538413,Medium
83,id10384,"A 66-year-old man presents to his primary care physician with abdominal pain in the setting of progressively worsening constipation. He complains of epigastric pain that waxes and wanes, and expressed concern that he has not defecated for the past 5 days. Upon further questioning, he relates that he has been taking three of his wife's multivitamins each day for the past three weeks to ""combat a cold."" Vital signs are within normal limits. Physical exam reveals an abdomen with nonspecific tenderness to deep palpation without rebound tenderness, hyperpercussion, or flank tenderness. What is the most likely cause of his symptoms?",A,0.0,101, B,1.0,101,A,0.0,101, C,0.0,101,B,1.0,101,B,1.0,101, A,0.0,101, C,0.0,101,A,0.0,101, A,0.0,101,A,0.0,101, C,0.0,101, B,1.0,101, A,0.0,101,A,0.0,101,B,1.0,101, D,0.0,101,A,0.0,101, D,0.0,101, A,0.0,101,B,1.0,101,B,1.0,101,B,1.0,101,A,0.0,101, B,1.0,101, B,1.0,101, A,0.0,101, A,0.0,101, A,0.0,101,A,0.0,101,0.47946330148538413,Medium
476,id11390,"A 45-year-old woman comes to the emergency department with her 17-year-old son because she believes she has been poisoned by her ex-husband. She reports that her coffee tasted “strange” this morning. After breakfast, she then saw a black car drive by the house, which she concludes must have been her ex-husband, who also drives a black car. She says that since the divorce 3 years ago, her ex-husband has been seeking revenge and thinks that he has installed cameras in her apartment to spy on her and their son. She has never seen any of these cameras but when she is alone in the apartment, she can sometimes hear them beeping and feel them recording her. The son also reports his mother's coffee mug smelled of bitter almonds, which he suspects was cyanide. He agrees with the mother's distrust towards his father and reports that he has also occasionally heard a camera beeping but has not been able to find any cameras yet. The mother's vital signs are within normal limits. Physical examination shows no abnormalities. Arterial blood gas analysis on room air shows a pH of 7.4. Toxicology screening is negative. Which of the following is the best initial step in management?",C,1.0,204, C,1.0,204,C,1.0,204, C,1.0,204,D,0.0,204,C,1.0,204, C,1.0,204, D,0.0,204,C,1.0,204, C,1.0,204,C,1.0,204, D,0.0,204, C,1.0,204, C,1.0,204,C,1.0,204,C,1.0,204, D,0.0,204,C,1.0,204, D,0.0,204, C,1.0,204,C,1.0,204,D,0.0,204,C,1.0,204,C,1.0,204, B,0.0,204, A,0.0,204, D,0.0,204, C,1.0,204, C,1.0,204,D,0.0,204,0.47946330148538413,Medium
709,id11994,"A 47-year-old woman presents to her primary care physician for evaluation of her right hand. Specifically, she says that she was gardening 8 hours prior to presentation when she sustained a laceration over her distal interphalangeal (DIP) joints. Since then, they have become red and swollen. She has also had pain in her proximal interphalangeal (PIP) joints and metacarpophalangeal (MCP) joints for several years and reports that this pain is worse in the morning but improves over the day. The cells that are present in this patient's DIP joints and PIP joints are analyzed and compared. Which of the following is most likely to be true about this patient's findings?",B,1.0,111, B,1.0,111,B,1.0,111, B,1.0,111,C,0.0,111,B,1.0,111, B,1.0,111, B,1.0,111,A,0.0,111, B,1.0,111,B,1.0,111, A,0.0,111, B,1.0,111, B,1.0,111,A,0.0,111,B,1.0,111, B,1.0,111,B,1.0,111, B,1.0,111, D,0.0,111,B,1.0,111,B,1.0,111,A,0.0,111,B,1.0,111, A,0.0,111, D,0.0,111, C,0.0,111, B,1.0,111, B,1.0,111,A,0.0,111,0.47946330148538413,Medium
159,id10600,"A 57-year-old man with chronic obstructive pulmonary disease comes to the emergency department because of leg swelling for 2 weeks. He has smoked 2 packs of cigarettes daily for the past twenty years. His vital signs are within normal limits. Physical examination shows jugular venous distention, hepatomegaly, and pitting edema of both lower extremities. Cardiac examination shows a regular heart rate and normal heart sounds. Auscultation of the lungs shows scattered wheezing without crackles. Left ventricular ejection fraction is 60%. Which of the following is the most likely underlying cause of this patient's condition?",A,0.0,95, C,0.0,95,A,0.0,95, C,0.0,95,D,1.0,95,D,1.0,95, A,0.0,95, A,0.0,95,C,0.0,95, D,1.0,95,C,0.0,95, C,0.0,95, C,0.0,95, A,0.0,95,A,0.0,95,D,1.0,95, D,1.0,95,A,0.0,95, A,0.0,95, A,0.0,95,D,1.0,95,D,1.0,95,D,1.0,95,A,0.0,95, D,1.0,95, B,0.0,95, A,0.0,95, A,0.0,95, D,1.0,95,A,0.0,95,0.47946330148538413,Medium
6,id10189,"A 28-year-old female reports that, for more days than not over the past 3 years, she has felt ""down"" and, at times, ""mildly depressed."" Over this period, she also endorses feeling fatigued, difficulty concentrating, and often sleeping more than in the past. The patient denies any manic or hypomanic periods and also reports that she did not have any periods of extreme worsening of her depressed mood beyond that described above. She also denies any suicidal ideation. What is the minimum amount of time this patient must exhibit these symptoms in order to meet the diagnostic criteria for dysthymia?",B,0.0,100, C,1.0,100,B,0.0,100, C,1.0,100,B,0.0,100,D,0.0,100, B,0.0,100, B,0.0,100,B,0.0,100, B,0.0,100,B,0.0,100, C,1.0,100, B,0.0,100, C,1.0,100,B,0.0,100,C,1.0,100, B,0.0,100,B,0.0,100, C,1.0,100, B,0.0,100,D,0.0,100,B,0.0,100,C,1.0,100,B,0.0,100, B,0.0,100, C,1.0,100, C,1.0,100, C,1.0,100, B,0.0,100,A,0.0,100,0.47946330148538413,Medium
280,id10894,"A 32-year-old man presents to his primary care physician because he has been experiencing fatigue and back pain over the last 2 days. He suffered from malaria after going on vacation 5 years ago and recently started taking a medication to deal with a latent form of this infection. He started developing these symptoms 36 hours after taking the first dose and noticed his urine became progressively darker during that time. On physical exam he is found to have scleral icterus and skin jaundice. Labs are obtained with the following results:

Hematocrit: 32% (Normal: 41%-53%)
Hemoglobin: 10.6 g/dL (Normal: 13.5-17.5 g/dL)
Leukocyte count: 8500/mm3 (Normal: 4500-11,000/mm3)
Platelet count: 273,000/mm3 (Normal: 150,000-400,000/mm3)

Which of the following would most likely be seen on a peripheral blood smear in this patient?",B,1.0,129, B,1.0,129,B,1.0,129, C,0.0,129,B,1.0,129,B,1.0,129, D,0.0,129, B,1.0,129,B,1.0,129, B,1.0,129,B,1.0,129, B,1.0,129, B,1.0,129, B,1.0,129,C,0.0,129,A,0.0,129, B,1.0,129,B,1.0,129, B,1.0,129, B,1.0,129,B,1.0,129,C,0.0,129,A,0.0,129,B,1.0,129, A,0.0,129, B,1.0,129, A,0.0,129, D,0.0,129, B,1.0,129,A,0.0,129,0.47946330148538413,Medium
503,id11465,"A 59-year-old overweight woman presents to the urgent care clinic with the complaint of severe abdominal pain for the past 2 hours. She also complains of a dull pain in her back with nausea and vomiting several times. Her pain has no relation with food. Her past medical history is significant for recurrent abdominal pain due to cholelithiasis. Her father died at the age of 60 with some form of abdominal cancer. Her temperature is 37°C (98.6°F), respirations are 15/min, pulse is 67/min, and blood pressure is 122/98 mm Hg. Physical exam is unremarkable. However, a CT scan of the abdomen shows a calcified mass near her gallbladder. Which of the following diagnoses should be excluded first in this patient?",B,1.0,121, C,0.0,121,B,1.0,121, C,0.0,121,B,1.0,121,B,1.0,121, B,1.0,121, B,1.0,121,B,1.0,121, A,0.0,121,B,1.0,121, C,0.0,121, D,0.0,121, B,1.0,121,B,1.0,121,B,1.0,121, B,1.0,121,B,1.0,121, B,1.0,121, B,1.0,121,B,1.0,121,B,1.0,121,B,1.0,121,B,1.0,121, D,0.0,121, D,0.0,121, D,0.0,121, B,1.0,121, A,0.0,121,A,0.0,121,0.47946330148538413,Medium
107,id10448,"A 31-year-old male presents to his primary care physician complaining of low back pain and fevers. He reports a four-day history of intermittent fevers, chills, and low back pain. He denies trauma or recent illness. His past medical history is notable for recurrent renal stones, diabetes mellitus, and alcohol abuse. He takes metformin but admits to missing several doses. He has had multiple sexual partners and uses condoms intermittently. His temperature is 100.6°F (38.1°C), blood pressure is 110/70 mmHg, pulse is 110/min, and respirations are 21/min. On examination, he demonstrates mild tenderness to palpation along his lower back. Sensation to touch is intact in the bilateral lower extremities. Strength in leg and hip flexion and extension is 5/5 bilaterally. The physician is unable to perform a digital rectal examination due to pain. A urinalysis demonstrates leukocytes. Which of the following treatment regimens is most appropriate in this patient?",D,1.0,149, D,1.0,149,D,1.0,149, C,0.0,149,D,1.0,149,D,1.0,149, D,1.0,149, B,0.0,149,D,1.0,149, D,1.0,149,D,1.0,149, A,0.0,149, D,1.0,149, D,1.0,149,D,1.0,149,D,1.0,149, B,0.0,149,D,1.0,149, B,0.0,149, D,1.0,149,D,1.0,149,D,1.0,149,A,0.0,149,B,0.0,149, A,0.0,149, D,1.0,149, B,0.0,149, D,1.0,149, D,1.0,149,A,0.0,149,0.47946330148538413,Medium
797,id12217,"A 61-year-old nulliparous woman comes to the physician for a follow-up examination. Her last Pap smear 3 years ago showed atypical squamous cells of undetermined significance. HPV testing was negative at that time. On questioning, she has had fatigue and an increase in abdominal girth despite a 5-kg (11.0-lb) weight loss over the past 6 months. She has gastroesophageal reflux disease and Hashimoto's thyroiditis. Menarche was at the age of 10 years and her last menstrual period was 2 years ago. Current medications include omeprazole and levothyroxine. Abdominal examination shows shifting dullness. There is tenderness to palpation of the right lower quadrant but no guarding or rebound. Bimanual palpation shows a small uterus and a right adnexal mass. Further evaluation of this patient is most likely to show which of the following findings?",A,1.0,134, A,1.0,134,A,1.0,134, B,0.0,134,A,1.0,134,A,1.0,134, B,0.0,134, B,0.0,134,A,1.0,134, A,1.0,134,A,1.0,134, C,0.0,134, A,1.0,134, A,1.0,134,A,1.0,134,A,1.0,134, A,1.0,134,A,1.0,134, B,0.0,134, D,0.0,134,A,1.0,134,A,1.0,134,A,1.0,134,A,1.0,134, C,0.0,134, C,0.0,134, D,0.0,134, B,0.0,134, A,1.0,134,A,1.0,134,0.47946330148538413,Medium
143,id10559,"A 44-year-old homeless man is brought to the emergency department after he was arrested when found intoxicated in someone's garage. The patient is acutely altered and is covered in urine, stool, and vomit. His temperature is 97.6°F (36.4°C), blood pressure is 104/64 mmHg, pulse is 130/min, respirations are 19/min, and oxygen saturation is 98% on room air. The patient is aroused with pain and begins answering basic questions. He states his vision is blurry and he can't see anything. Laboratory values are ordered as seen below.

Serum:
Na+: 141 mEq/L
Cl-: 102 mEq/L
K+: 4.4 mEq/L
HCO3-: 14 mEq/L
BUN: 25 mg/dL
Glucose: 99 mg/dL
Creatinine: 1.4 mg/dL
Ca2+: 10.2 mg/dL

Which of the following is the most appropriate initial treatment of this patient?",D,0.0,125, D,0.0,125,C,0.0,125, C,0.0,125,D,0.0,125,C,0.0,125, D,0.0,125, B,1.0,125,C,0.0,125, C,0.0,125,B,1.0,125, B,1.0,125, C,0.0,125, C,0.0,125,B,1.0,125,B,1.0,125, D,0.0,125,D,0.0,125, B,1.0,125, C,0.0,125,B,1.0,125,D,0.0,125,B,1.0,125,B,1.0,125, B,1.0,125, A,0.0,125, D,0.0,125, C,0.0,125, C,0.0,125,A,0.0,125,0.47946330148538413,Medium
226,id10756,"A researcher is studying the association between hemoglobin levels and BMI. He divides volunteers who wish to participate into 2 groups based on their BMI, a normal weight group and an overweight group. He then measures the hemoglobin level of all of the volunteers. His null hypothesis is that there is no association between hemoglobin levels and body weight. The mean hemoglobin level for the normal weight group is 13.4 g/dL and 13.8 g/dL for the overweight group. He obtains a mean difference of 0.4 g/dL between the 2 groups. He does an unpaired t-test and gets a p-value of 0.10. Which of the following statements best describes the study?",C,0.0,111, C,0.0,111,C,0.0,111, C,0.0,111,D,1.0,111,C,0.0,111, C,0.0,111, B,0.0,111,C,0.0,111, D,1.0,111,D,1.0,111, B,0.0,111, B,0.0,111, C,0.0,111,B,0.0,111,D,1.0,111, D,1.0,111,C,0.0,111, B,0.0,111, C,0.0,111,C,0.0,111,C,0.0,111,D,1.0,111,C,0.0,111, C,0.0,111, D,1.0,111, D,1.0,111, B,0.0,111, D,1.0,111,D,1.0,111,0.47946330148538413,Medium
956,id12630,A 62-year-old woman with a history of hypertension and type 2 diabetes mellitus comes to the physician for a routine health maintenance examination. She has smoked 1 pack of cigarettes daily for the last 15 years. Current medications include glyburide and amlodipine. The physician prescribes a medication that decreases the production of mevalonate. Which of the following changes to the serum is most likely to develop as an adverse effect of the prescribed drug?,C,0.0,75, C,0.0,75,C,0.0,75, B,0.0,75,C,0.0,75,C,0.0,75, C,0.0,75, C,0.0,75,A,1.0,75, A,1.0,75,C,0.0,75, A,1.0,75, C,0.0,75, C,0.0,75,C,0.0,75,A,1.0,75, C,0.0,75,A,1.0,75, C,0.0,75, C,0.0,75,C,0.0,75,C,0.0,75,A,1.0,75,C,0.0,75, A,1.0,75, C,0.0,75, A,1.0,75, C,0.0,75, A,1.0,75,A,1.0,75,0.47946330148538413,Medium
