,instance_id,input.text,references,predicted_text_0,stats.exact_match_0,predicted_text_1,stats.exact_match_1,predicted_text_2,stats.exact_match_2,predicted_text_3,stats.exact_match_3,predicted_text_4,stats.exact_match_4,predicted_text_5,stats.exact_match_5,predicted_text_6,stats.exact_match_6,predicted_text_7,stats.exact_match_7,predicted_text_8,stats.exact_match_8,predicted_text_9,stats.exact_match_9,predicted_text_10,stats.exact_match_10,predicted_text_11,stats.exact_match_11,predicted_text_12,stats.exact_match_12,predicted_text_13,stats.exact_match_13,predicted_text_14,stats.exact_match_14,predicted_text_15,stats.exact_match_15,predicted_text_16,stats.exact_match_16,predicted_text_17,stats.exact_match_17,predicted_text_18,stats.exact_match_18,predicted_text_19,stats.exact_match_19,predicted_text_20,stats.exact_match_20,predicted_text_21,stats.exact_match_21,predicted_text_22,stats.exact_match_22,predicted_text_23,stats.exact_match_23,predicted_text_24,stats.exact_match_24,predicted_text_25,stats.exact_match_25,predicted_text_26,stats.exact_match_26,predicted_text_27,stats.exact_match_27,predicted_text_28,stats.exact_match_28,predicted_text_29,stats.exact_match_29,std,agreement_level
56,id5,What is penetration testing?,A procedure for testing libraries or other program components for vulnerabilitiesSALILSPLITCHECKWhole-system testing for security flaws and bugs (correct)SALILSPLITCHECKA security-minded form of unit testing that applies early in the development processSALILSPLITCHECKAll of the above,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, D,0.0, D,0.0,D,0.0, D,0.0, B,1.0,B,1.0, D,0.0, B,1.0,B,1.0,B,1.0,B,1.0, A,0.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, D,0.0, B,1.0, B,1.0, D,0.0,B,1.0, D,0.0, B,1.0, B,1.0,0.46609159969939895,Low
68,id60,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker replacing bytes sent by a client with bytes of the attacker’s own choosing.
2. An attacker reading the plaintext bytes sent by a client.","True, True (correct)SALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,1.0,C,0.0,C,0.0,A,1.0, D,0.0, B,0.0, C,0.0,C,0.0, C,0.0, A,1.0,A,1.0, D,0.0, C,0.0,C,0.0,A,1.0,C,0.0, A,1.0, C,0.0,A,1.0,C,0.0,A,1.0,C,0.0, B,0.0, C,0.0, C,0.0, C,0.0,C,0.0, A,1.0, C,0.0, C,0.0,0.46609159969939895,Low
35,id29,"The AH Protocol provides source authentication and data integrity, but not",IntegritySALILSPLITCHECKPrivacy (correct)SALILSPLITCHECKNonrepudiationSALILSPLITCHECKBoth A & C,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, D,0.0, D,0.0,B,1.0, B,1.0, B,1.0,D,0.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, D,0.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, C,0.0, C,0.0, D,0.0,D,0.0, D,0.0, B,1.0, B,1.0,0.466091599699399,Low
10,id109,Which of the following is not an example of presentation layer issues?,Poor handling of unexpected input can lead to the execution of arbitrary instructionsSALILSPLITCHECKUnintentional or ill-directed use of superficially supplied inputSALILSPLITCHECKCryptographic flaws in the system may get exploited to evade privacySALILSPLITCHECKWeak or non-existent authentication mechanisms (correct),C,0.0,A,0.0,A,0.0,D,1.0, A,0.0, D,1.0, D,1.0,D,1.0, C,0.0, C,0.0,D,1.0, C,0.0, D,1.0,B,0.0,D,1.0,C,0.0, B,0.0, C,0.0,C,0.0,D,1.0,C,0.0,C,0.0, D,1.0, C,0.0, C,0.0, C,0.0,A,0.0, B,0.0, C,0.0, D,1.0,0.479463301485384,Low
23,id17,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker replaying bytes that a client sent earlier.
2. An attacker impersonating the server.","True, True (correct)SALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,1.0,A,1.0,A,1.0,A,1.0, D,0.0, B,0.0, C,0.0,C,0.0, C,0.0, A,1.0,A,1.0, D,0.0, C,0.0,C,0.0,A,1.0,C,0.0, D,0.0, C,0.0,A,1.0,C,0.0,A,1.0,C,0.0, B,0.0, C,0.0, C,0.0, C,0.0,C,0.0, A,1.0, C,0.0, B,0.0,0.479463301485384,Low
80,id71,What are the types of scanning?,"Port, network, and servicesSALILSPLITCHECKNetwork, vulnerability, and port  (correct)SALILSPLITCHECKPassive, active, and interactiveSALILSPLITCHECKServer, client, and network",A,0.0,B,1.0,C,0.0,B,1.0, B,1.0, B,1.0, A,0.0,B,1.0, C,0.0, C,0.0,A,0.0, A,0.0, C,0.0,B,1.0,B,1.0,C,0.0, C,0.0, C,0.0,A,0.0,B,1.0,C,0.0,C,0.0, C,0.0, C,0.0, C,0.0, A,0.0,C,0.0, B,1.0, B,1.0, A,0.0,0.479463301485384,Low
91,id81,Statement 1| A U2F USB dongle prevents malware on the user’s computer from stealing the user’s second factor to authenticate as that user even when the user’s computer is turned off. Statement 2| A server using U2F can reliably determine that the user who is attempting to login is indeed behind the computer that sent the login request.,"True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, False (correct)SALILSPLITCHECKFalse, True",A,0.0,C,1.0,A,0.0,D,0.0, A,0.0, C,1.0, A,0.0,C,1.0, A,0.0, C,1.0,A,0.0, A,0.0, C,1.0,A,0.0,D,0.0,A,0.0, D,0.0, C,1.0,A,0.0,C,1.0,A,0.0,B,0.0, A,0.0, C,1.0, C,1.0, C,1.0,D,0.0, A,0.0, A,0.0, A,0.0,0.4794633014853841,Low
75,id67,"Encryption and decryption provide secrecy, or condentiality, but not",AuthenticationSALILSPLITCHECKIntegrity (correct)SALILSPLITCHECKPrivacySALILSPLITCHECKAll of the above,B,1.0,B,1.0,B,1.0,B,1.0, D,0.0, D,0.0, D,0.0,D,0.0, D,0.0, D,0.0,D,0.0, C,0.0, B,1.0,D,0.0,B,1.0,B,1.0, All,0.0, B,1.0,B,1.0,B,1.0,A,0.0,D,0.0, D,0.0, D,0.0, D,0.0, D,0.0,D,0.0, D,0.0, D,0.0, C,0.0,0.4794633014853841,Low
82,id73,A proxy rewall lters at the,Physical layerSALILSPLITCHECKApplication layer (correct)SALILSPLITCHECKData link layerSALILSPLITCHECKNetwork layer,D,0.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0, B,1.0,B,1.0, B,1.0, B,1.0,B,1.0,B,1.0,D,0.0, D,0.0, B,1.0,D,0.0,B,1.0,B,1.0,D,0.0, B,1.0, B,1.0, B,1.0, C,0.0,D,0.0, C,0.0, D,0.0, A,0.0,0.47946330148538413,Low
26,id20,Which of the following is a remote Trojan?,Troya (correct)SALILSPLITCHECKDaCrypticSALILSPLITCHECKBankerASALILSPLITCHECKGame-Troj,A,1.0,C,0.0,C,0.0,B,0.0, B,0.0, D,0.0, C,0.0,A,1.0, C,0.0, B,0.0,A,1.0, C,0.0, D,0.0,B,0.0,B,0.0,A,1.0, D,0.0, C,0.0,A,1.0,C,0.0,B,0.0,B,0.0, B,0.0, A,1.0, A,1.0, A,1.0,D,0.0, A,1.0, C,0.0, A,1.0,0.47946330148538413,Low
105,id94,_______________ is a popular tool used for network analysis in multiprotocol diverse network.,SnortSALILSPLITCHECKSuperScanSALILSPLITCHECKBurp SuitSALILSPLITCHECKEtterPeak (correct),A,0.0,A,0.0,D,1.0,A,0.0, A,0.0, B,0.0, A,0.0,A,0.0, A,0.0, D,1.0,A,0.0, A,0.0, D,1.0,D,1.0,A,0.0,A,0.0, A,0.0, A,0.0,D,1.0,D,1.0,A,0.0,D,1.0, A,0.0, D,1.0, D,1.0, A,0.0,D,1.0, B,0.0, A,0.0, B,0.0,0.47946330148538413,Low
95,id85,You are given a message (m) and its OTP encryption (c). Can you compute the OTP key from m and c ?,"No, I cannot compute the key.SALILSPLITCHECKYes, the key is k = m xor c. (correct)SALILSPLITCHECKI can only compute half the bits of the key.SALILSPLITCHECKYes, the key is k = m xor m.",B,1.0,A,0.0,A,0.0,B,1.0, A,0.0, B,1.0, B,1.0,A,0.0, A,0.0, A,0.0,B,1.0, A,0.0, A,0.0,A,0.0,B,1.0,A,0.0, C,0.0, B,1.0,A,0.0,A,0.0,A,0.0,A,0.0, C,0.0, B,1.0, B,1.0, B,1.0,B,1.0, A,0.0, A,0.0, A,0.0,0.4901325178535609,Low
0,id10,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker stealing the server’s private key and reading the plaintext of recorded past connections.
2. An attacker breaking into a certificate authority and creating a fake certificate for the server.","True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, False (correct)SALILSPLITCHECKFalse, True",A,0.0,C,1.0,C,1.0,C,1.0, C,1.0, B,0.0, A,0.0,C,1.0, C,1.0, C,1.0,A,0.0, D,0.0, C,1.0,C,1.0,C,1.0,C,1.0, A,0.0, C,1.0,C,1.0,C,1.0,A,0.0,C,1.0, B,0.0, C,1.0, C,1.0, A,0.0,C,1.0, A,0.0, C,1.0, B,0.0,0.4901325178535609,Low
86,id77,The digest created by a hash function is normally called a,Modication detection code (MDC) (correct)SALILSPLITCHECKModify authentication connectionSALILSPLITCHECKMessage authentication controlSALILSPLITCHECKMessage authentication cipher,C,0.0,A,1.0,A,1.0,A,1.0, C,0.0, C,0.0, C,0.0,A,1.0, A,1.0, A,1.0,C,0.0, C,0.0, A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, D,0.0,A,1.0,A,1.0,A,1.0,A,1.0, C,0.0, A,1.0, A,1.0, C,0.0,C,0.0, B,0.0, A,1.0, A,1.0,0.4901325178535609,Low
54,id48,"Suppose Unix did not provide a way of passing file descriptors between processes, but still allowed inheriting file descriptors from a parent on fork and exec. What aspects of the OKWS design would break without file descriptor passing?
1. It would be impossible for services to get a TCP connection to the client web browser.
2. It would be impossible for okd to run as a non-root user.","True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, False (correct)SALILSPLITCHECKFalse, True",A,0.0,A,0.0,C,1.0,A,0.0, A,0.0, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0,A,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, D,0.0, C,1.0,A,0.0,A,0.0,C,1.0,C,1.0, A,0.0, C,1.0, C,1.0, C,1.0,C,1.0, A,0.0, C,1.0, A,0.0,0.4901325178535609,Low
11,id11,Can we build a secure PRP from a secure PRG?,"No, it cannot be doneSALILSPLITCHECKYes, just plug the GGM PRF into the Luby-Rackoff theorem (correct)SALILSPLITCHECKIt depends on the underlying PRGSALILSPLITCHECKOption text",C,0.0,B,1.0,A,0.0,B,1.0, D,0.0, C,0.0, C,0.0,B,1.0, C,0.0, B,1.0,A,0.0, C,0.0, B,1.0,B,1.0,B,1.0,C,0.0, A,0.0, A,0.0,B,1.0,B,1.0,C,0.0,C,0.0, C,0.0, B,1.0, B,1.0, B,1.0,C,0.0, A,0.0, C,0.0, A,0.0,0.4982728791224399,Low
1,id100,What are the port states determined by Nmap?,"Active, inactive, standbySALILSPLITCHECKOpen, half-open, closed SALILSPLITCHECKOpen, filtered, unfiltered (correct)SALILSPLITCHECKActive, closed, unused",C,1.0,B,0.0,B,0.0,C,1.0, B,0.0, B,0.0, D,0.0,C,1.0, B,0.0, B,0.0,B,0.0, C,1.0, C,1.0,B,0.0,C,1.0,C,1.0, D,0.0, B,0.0,B,0.0,B,0.0,C,1.0,B,0.0, B,0.0, C,1.0, C,1.0, C,1.0,B,0.0, A,0.0, B,0.0, C,1.0,0.4982728791224399,Low
67,id6,"Suppose a user has an iPhone (running iOS) and downloads an app called Innocent from the Apple App Store and installs it. The user unlocks the phone and runs Innocent. Innocent exploits a bug in the iOS kernel which allows Innocent to redirect execution inside the kernel to code that Innocent controls. Now Innocent can execute any instructions it likes inside the iOS kernel. Innocent is not able to exploit any bugs in the phone’s secure enclave. Can Innocent read the user’s private information stored in the phone’s flash (e.g. Contacts and messages), or will the security measures described in the paper keep the data private? If Innocent is only able to see encrypted data, then the phone has successfully kept the data private. Circle the security features of the phone (if any) that will prevent Innocent from reading information from the flash on the phone.",Secure boot chainSALILSPLITCHECKSystem software authorization SALILSPLITCHECKThe secure enclave’s ephemeral keySALILSPLITCHECKNone of the above (correct),D,1.0,D,1.0,D,1.0,D,1.0, B,0.0, D,1.0, D,1.0,D,1.0, D,1.0, C,0.0,D,1.0, D,1.0, C,0.0,D,1.0,D,1.0,C,0.0, C,0.0, D,1.0,A,0.0,B,0.0,A,0.0,C,0.0, C,0.0, D,1.0, D,1.0, D,1.0,D,1.0, A,0.0, D,1.0, C,0.0,0.49827287912243995,Low
108,id97,Which form of encryption does WPA use?,Shared keySALILSPLITCHECKLEAPSALILSPLITCHECKTKIP (correct)SALILSPLITCHECKAES,C,1.0,C,1.0,D,0.0,C,1.0, D,0.0, D,0.0, C,1.0,D,0.0, C,1.0, C,1.0,D,0.0, D,0.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0, C,1.0,D,0.0,C,1.0,D,0.0,C,1.0, D,0.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0, D,0.0, C,1.0,0.49827287912243995,Low
83,id74,Encapsulating Security Payload (ESP) belongs to which Internet Security Protocol?,Secure Socket Layer ProtocolSALILSPLITCHECKSecure IP Protocol (correct)SALILSPLITCHECKSecure Http ProtocolSALILSPLITCHECKTransport Layer Security Protocol,D,0.0,B,1.0,B,1.0,B,1.0, D,0.0, D,0.0, D,0.0,B,1.0, B,1.0, B,1.0,A,0.0, A,0.0, B,1.0,B,1.0,B,1.0,B,1.0, C,0.0, D,0.0,B,1.0,B,1.0,B,1.0,B,1.0, D,0.0, A,0.0, A,0.0, D,0.0,B,1.0, B,1.0, B,1.0, C,0.0,0.5040069329937308,Low
24,id18,MIT’s Kerberos KDC server has a maximum ticket lifetime of 24 hours (for most user principals). What ensures that an expired Kerberos ticket can no longer be used?,"The Kerberos server (KDC) refuses to establish new connections between clients and servers for expired tickets.SALILSPLITCHECKWhen a client connects to a server, the server sets a 24-hour timer to terminate the connection, which ensures a client cannot remain connected past the ticket’s maximum lifetime.SALILSPLITCHECKWhen a client connects to a server, the server compares the ticket’s expiration time to the server’s current clock, and refuses to authenticate the user if the ticket expiration time is in the past. (correct)SALILSPLITCHECKWhen a client connects to a server, the server sends a query to the KDC to check if the ticket is still valid with respect to the KDC’s clock, and refuses to authenticate the user if the KDC reports that the ticket is expired.",C,1.0,C,1.0,C,1.0,C,1.0, D,0.0, D,0.0, C,1.0,C,1.0, C,1.0, D,0.0,A,0.0, A,0.0, C,1.0,C,1.0,C,1.0,D,0.0, D,0.0, D,0.0,D,0.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,D,0.0, B,0.0, D,0.0, A,0.0,0.5040069329937308,Low
42,id36,Which of the following is not a transport layer vulnerability?,"Mishandling of undefined, poorly defined variablesSALILSPLITCHECKThe Vulnerability that allows “fingerprinting” & other enumeration of host informationSALILSPLITCHECKOverloading of transport-layer mechanismsSALILSPLITCHECKUnauthorized network access (correct)",D,1.0,D,1.0,A,0.0,D,1.0, A,0.0, B,0.0, C,0.0,D,1.0, D,1.0, D,1.0,A,0.0, C,0.0, D,1.0,D,1.0,D,1.0,A,0.0, D,1.0, A,0.0,D,1.0,D,1.0,D,1.0,A,0.0, D,1.0, A,0.0, A,0.0, A,0.0,D,1.0, B,0.0, D,1.0, D,1.0,0.5040069329937308,Low
43,id37,"In Brumley and Boneh’s paper on side-channel attacks, why does blinding prevent the timing attack from working?","Blinding prevents the server from using the CRT optimization, which is essential to the timing attack.SALILSPLITCHECKBlinding changes the p and q primes that are used, so an adversary cannot learn the server’s true p and q values.SALILSPLITCHECKBlinding randomizes the ciphertext being decrypted, thus obscuring the correlation between an adversary’s input and the timing differences. (correct)SALILSPLITCHECKBlinding adds a random amount of time to the decryption due to the multiplication and division by the blinding random value r, which obscures the timing differences used in the attack.",C,1.0,D,0.0,D,0.0,C,1.0, C,1.0, D,0.0, C,1.0,C,1.0, D,0.0, C,1.0,C,1.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, D,0.0,C,1.0,D,0.0,D,0.0,D,0.0, D,0.0, D,0.0, D,0.0, D,0.0,C,1.0, C,1.0, D,0.0, C,1.0,0.5040069329937308,Low
28,id22,"Consider the paper Native Client: A Sandbox for Portable, Untrusted x86 Native Code by Yee et al. Ben Bitdiddle notes that NaCl uses Intel x86 segmentation to ensure that the sandboxed module does not read or write memory outside its own data area, and does not execute instructions outside its own code. Ben thinks that with these restrictions alone, executing the sandboxed module must be safe; that is, he thinks validation is not needed. Ben is wrong. Circle the types of x86 machine instructions that the validator always forbids in sandboxed code. Please ignore trampoline and springboard code.",all instructions that modify segment state (correct)SALILSPLITCHECKall loads or stores to addresses that are not 0 mod 32SALILSPLITCHECKall indirect loads or stores (via an address in a register or variable)SALILSPLITCHECKall indirect jumps (via an address in a register or variable),C,0.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, D,0.0,A,1.0, D,0.0, C,0.0,D,0.0, C,0.0, A,1.0,A,1.0,A,1.0,A,1.0, C,0.0, C,0.0,D,0.0,A,1.0,A,1.0,C,0.0, A,1.0, A,1.0, A,1.0, D,0.0,D,0.0, A,1.0, D,0.0, C,0.0,0.507416263404925,Low
61,id54,"Let I = (S,V)I=(S,V) be a MAC. Suppose S(k,m)S(k,m) is always 5 bits long. Can this MAC be secure?","No, an attacker can simply guess the tag for messages (correct)SALILSPLITCHECKIt depends on the details of the MACSALILSPLITCHECKYes, the attacker cannot generate a valid tag for any messageSALILSPLITCHECKYes, the PRG is pseudorandom",B,0.0,A,1.0,A,1.0,A,1.0, C,0.0, B,0.0, C,0.0,A,1.0, B,0.0, A,1.0,B,0.0, C,0.0, A,1.0,A,1.0,A,1.0,A,1.0, B,0.0, A,1.0,B,0.0,A,1.0,C,0.0,A,1.0, B,0.0, A,1.0, A,1.0, B,0.0,B,0.0, A,1.0, B,0.0, A,1.0,0.507416263404925,Low
8,id107,"A _________________ may be a hidden part of a program, a separate infected program a Trojan in disguise of an executable or code in the firmware of any system’s hardware.",crypterSALILSPLITCHECKvirusSALILSPLITCHECKbackdoor (correct)SALILSPLITCHECKkey-logger,C,1.0,C,1.0,C,1.0,B,0.0, A,0.0, B,0.0, C,1.0,C,1.0, C,1.0, C,1.0,B,0.0, B,0.0, B,0.0,B,0.0,C,1.0,C,1.0, B,0.0, C,1.0,C,1.0,C,1.0,B,0.0,C,1.0, B,0.0, B,0.0, B,0.0, C,1.0,C,1.0, B,0.0, C,1.0, B,0.0,0.507416263404925,Low
20,id14,"The openSSL implementation described in “Remote Timing Attacks are Practical” (by Brumley and Boneh) uses the following performance optimizations: Chinese Remainder (CR), Montgomery Representation (MR), Karatsuba Multiplication (KM), and Repeated squaring and Sliding windows (RS). Which of the following options would close the timing channel attack described in the paper if you turned the listed optimizations off?
1. CR, MR, KM, and RS.
2. RS","True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, False (correct)SALILSPLITCHECKFalse, True",A,0.0,C,1.0,C,1.0,B,0.0, D,0.0, B,0.0, C,1.0,C,1.0, C,1.0, C,1.0,A,0.0, D,0.0, C,1.0,A,0.0,C,1.0,C,1.0, B,0.0, D,0.0,C,1.0,C,1.0,C,1.0,D,0.0, C,1.0, D,0.0, D,0.0, C,1.0,C,1.0, A,0.0, C,1.0, B,0.0,0.507416263404925,Low
53,id47,Which among them has the strongest wireless security?,WEPSALILSPLITCHECKWPASALILSPLITCHECKWPA2SALILSPLITCHECKWPA3 (correct),C,0.0,D,1.0,C,0.0,D,1.0, D,1.0, C,0.0, C,0.0,D,1.0, C,0.0, D,1.0,C,0.0, B,0.0, D,1.0,D,1.0,D,1.0,C,0.0, D,1.0, D,1.0,C,0.0,D,1.0,C,0.0,D,1.0, C,0.0, D,1.0, D,1.0, C,0.0,C,0.0, D,1.0, C,0.0, C,0.0,0.5085476277156078,Low
